,sentence,start,end,concept,docId
1001,"FRANKFURT, Germany (AP) — Automaker Daimler AG saw first-quarter net profit fall 11 percent due to shifting currency exchange rates and one-time gains in the year-earlier quarter. But the company had stronger earnings from its Mercedes-Benz luxury car division and raised its profit forecast for the year, saying earnings will increase slightly even as it spends heavily on new technology. The previous outlook was for earnings about the same as last year's. For the first quarter, net profit was 2.35 billion euros ($2.85 billion), down from 2.65 billion euros a year earlier, when the company's Mitsubishi Fuso truck business sold real estate worth 267 million euros. It also booked a gain a year earlier from the revaluation of the company's stake in Chinese partner BAIC Motor Corporation. Currency exchange rate shifts had a ""slightly negative"" effect on earnings, the company said Friday. CEO Dieter Zetsche pointed to a 7 percent increase in vehicle unit sales in the quarter, to 807,000 vehicles worldwide. ""We are sustainably continuing along our profitable growth course and sold more vehicles than ever before in a first quarter,"" he said. Daimler is counting on continued strong profits to fund its investments in new technologies expected to reshape the auto industry. Those include electric and autonomous vehicles and increasing use of cars as a temporary service. The company pushed in that direction by agreeing in March to combine its mobility service division including its car-sharing business with BMW's services business. Revenue increased 3 percent to 39.78 billion euros ($48.2 billion) and the Mercedes division's profit rose 3 percent. Strong sales of the flagship S-Class luxury sedan and sport-utility vehicles boosted earnings at the division.  The division's return on sales — a key measure of profitability — increased to 9.0 percent from 8.9 percent in the year-earlier quarter. Profits slipped however at the company's van and bus divisions. ___ This story has been corrected to give the spelling of the CEO as Zetsche, instead of Zetsch.",1519,1521,Auto Brand,547
1003,"GENEVA (AP) — The Volvo XC40, a compact SUV billed by the automaker as ""built for city life,"" has been named Car of the Year by dozens of European motoring journalists. At a flashy ceremony, Volvo CEO Hakan Samuelsson said he felt ""fantastic"" that the automaker had won the award after repeated recent attempts to take home the prestigious prize. The award Monday marks the unofficial start of the Geneva auto show, now in its 88th edition. The six other finalists for the award were the Alfa Romeo Stelvio, Audi A8, BMW 5-Series, Citroen C3 Aircross, Kia Stinger and Seat Ibiza. The award is built around seven European magazines, and jury members hail from 23 countries. Last year's winner was the Peugeot 3008, the French automaker's offering for the mid-size SUV segment.",517,519,Auto Brand,508
1016,"FRANKFURT, Germany (AP) — German automaker Volkswagen is creating a new management structure it says will enable faster decision-making as autonomous and electric cars transform the industry. The Wolfsburg-based automaker is to release on Friday details about plans to reorganize its management into six broad business areas plus China. It announced Thursday CEO Matthias Mueller was being replaced with core brand head Herbert Diess. Diess, a former BMW executive, has had the task of negotiating restructuring and cost-cutting with German worker representatives since becoming Volkswagen brand head in 2015. The new structure will include three brand groups: volume products, premium and super premium. The automaker includes brands Volkswagen, Skoda, Audi, Lamborghini and Bentley. Mueller became CEO in 2015 when Martin Winterkorn resigned over the company's scandal over cars rigged to cheat on emissions tests.",451,453,Auto Brand,548
1021,"Here are the AP's latest coverage plans, top stories and promotable content. All times EDT. ---------------------- NEW/DEVELOPING ---------------------- Adds FASHION-GEORGINA CHAPMAN, EPA-PRUITT-CLEAN AIR ACT, TRUMP, TRUMP-VETERANS AFFAIRS, HAWAII VOLCANO, MCMASTER FATHER-NURSING HOME DEATH, BALTIMORE-POLICE COMMISSIONER CHARGED, SOUTH AFRICA-MOSQUE ATTACK, FORD-PICKUP PRODUCTION, FRANCE-CANNES-JESSICA CHASTAIN SPY FILM, CONNECTED AT HIP. TRUMP — Rally in Indiana at 7 p.m. --------------- ONLY ON AP --------------- KILLING BY POLICE-PAROLED DEPUTY — A white former volunteer deputy freed early from prison after fatally shooting an unarmed black man was seen drinking at an Oklahoma bar, an apparent parole violation. Relatives of the man he killed say 76-year-old Robert Bates is used to playing by his own rules, and this could be his way of ""laughing at the court."" By Justin Juozapavicius. SENT:  860 words, photos. ---------------- TOP STORIES ---------------- SYRIA — Israeli forces unleash a heavy bombardment against Iranian military installations in Syria in what Israel calls retaliation for an Iranian rocket barrage on its positions in the occupied Golan Heights. It is the most serious military confrontation to date between the two bitter enemies, which have long fought each other through proxies — and raises the threat that a direct clash between them could swiftly escalate. By Zeina Karam and Aron Heller. SENT: 1,200 words, photos. With SYRIA-THE LATEST. TRUMP-NORTH KOREA — President Donald Trump will meet with North Korea's Kim Jong Un in Singapore on June 12, Trump announces, hours after suggesting that the release of three Americans held in the North heralded a potential breakthrough toward denuclearizing the Korean Peninsula. ""We will both try to make it a very special moment for World Peace!"" Trump tweets. By Matthew Lee, Zeke Miller and Jill Colvin. SENT: 1,000 words, photos, video. With SINGAPORE-SUMMIT HOST — Singapore's ties with the U.S. and North Korea and its safety make it a natural choice for the summit. SENT: 800 words, photos. TRUMP-GO BIG — In President Trump's thinking, why go for a solid single when you can swing for a home run? Trump's upcoming summit with North Korea's Kim Jong Un is only the latest example of his unconventional — and high-risk — strategy of going big. By Jonathan Lemire, Catherine Lucey and Ken Thomas. SENT: 1,100 words, photos. CHINA-US-TRADE — A Chinese tech giant has been brought to its knees. Tougher inspections at Chinese ports are holding up cars, apples and lumber imported from the U.S. These are among the early signs that the widening trade dispute between China and the U.S. is exacting a toll on both sides. By Business Writer Kelvin Chan. SENT: 730 words, photos. DRUGS PRICES-WHAT TO KNOW — President Trump is poised to give his first speech on lowering drug prices Friday. His pledge to take on the pharmaceutical industry appears to be giving way to a more nuanced approach focused on simplifying the complex U.S. drug pricing system. By Health Writer Matthew Perrone. SENT: 1,000 words, photo. FASHION-GEORGINA CHAPMAN — Harvey Weinstein's estranged wife, Georgina Chapman, speaks out for the first time, giving a tearful interview in which she says she didn't know of his misconduct and weeps for her children, who still love their father. By National Writer Jocelyn Noveck. SENT: 610 words, photos. -------------------------------------- WHAT WE'RE TALKING ABOUT -------------------------------------- TRUMP-COHEN-Q&A — Attorney Michael Cohen's simultaneous relationship with Donald Trump and several blue-chip companies that paid him for insight into the new president triggers questions about client confidentiality. SENT: 880 words, photo. CALIFORNIA-POLITICAL PARTIES — More than a quarter of California voters aren't registered in a political party, making them the fastest growing share of voters in the state. SENT: 310 words. OBIT-OLDEST AMERICAN — A 114-year-old Pennsylvania woman who was the oldest person in America has died. SENT: 130 words. MAN SHOT-DOG BLAMED — With best friends like these, who needs enemies? An Iowa man says his dog inadvertently shot him while they were roughhousing. SENT: 130 words. R KELLY-SPOTIFY — Spotify removes R. Kelly's music from its playlists, citing its new policy on hate content. SENT: 530 words, photo. ----------------------------- WASHINGTON/POLITICS ----------------------------- EPA-PRUITT-CLEAN AIR ACT — Environmental Protection Agency chief Scott Pruitt announces a major shift in enforcement of the landmark Clean Air Act to include feedback from state and local governments and others on the economic impact of federal pollution limits. SENT: 560 words, photo. TRUMP-RUSSIA PROBE-FACEBOOK — Democrats on the House intelligence committee release more than 3,500 Facebook ads that were created or promoted by a Russian internet agency. SENT: 960 words, photo. With TRUMP-RUSSIA PROBE — VP Pence says it's time for special counsel Mueller to wrap up his probe. SENT: 200 words. MILITARY-NIGER ATTACK —Top military leaders say multiple failures led up to the deadly Niger attack last October, but none directly caused the overwhelming enemy ambush. SENT: 900 words, photo. TRUMP — President Trump returns to the campaign trail, targeting vulnerable Senate Democrats and mobilizing his most fervent supporters on behalf of Republicans. SENT: 790 words, photos. UPCOMING: 900 words after 7 p.m. rally in Elkhart, Ind. CIA NOMINEE-MCCAIN — Battling brain cancer, Sen. John McCain, a former prisoner of war tortured by the North Vietnamese, calls on Senate colleagues to reject CIA nominee Gina Haspel because she refused to call torture immoral. SENT: 450 words, photos. TRUMP-VETERANS AFFAIRS — President Trump is considering Florida Rep. Brian Mast, an Army veteran, for the position of Veterans Affairs secretary. SENT: 580 words, photo. ------------- NATIONAL ------------- HAWAII VOLCANO — If Hawaii's Kilauea volcano blows its top in the coming days or weeks, as experts fear, it could hurl ash and boulders the size of refrigerators miles into the air, shutting down airline traffic and endangering lives in all directions, scientists say. SENT: 740 words, video, photos. AFRICAN AMERICANS-AIRBNB-911 — Bob Marley's granddaughter says she felt like her life was endangered when police investigating a reported burglary stopped her and three friends as they left an Airbnb rental in California. SENT: 130 words, photo. MCMASTER FATHER-NURSING HOME DEATH — A nurse has been charged in the death of H.R. McMaster Sr., the father of President Trump's former national security adviser, at a senior care facility. SENT: 510 words, photos. BALTIMORE-POLICE COMMISSIONER CHARGED — Baltimore's top cop is charged with failure to file taxes. SENT: 270 words. --------------------- INTERNATIONAL --------------------- EUROPE-FREEING JIHADIS — Over the next two years, terrorism convicts will walk free from European prisons by the dozens — more than 200 inmates who largely formed the first wave of jihadis streaming to Syria and Iraq, dreaming of an Islamic caliphate not yet established. SENT: 1,860 words, photos, video. An abridged version has also been sent. SOUTH AFRICA-MOSQUE ATTACK — Attackers enter a South African mosque after midday prayers, stab three people and set the place on fire before fleeing, police say. One victim later dies. SENT: 280 words, photos. KENYA-FLOODS — At least 44 are killed as a dam bursts in Kenya, with another 40 still missing. SENT: 450 words, photos. ------------------------------ BUSINESS/ECONOMY ------------------------------ FORD-PICKUP PRODUCTION — A fire that damaged a Michigan auto parts supply factory is causing production problems at Ford, Fiat Chrysler, BMW and General Motors, but it's too soon to tell yet whether dealers will run short of vehicles. By Auto Writer Tom Krisher. SENT: 720 words, photos. ----------------- HEALTH/SCIENCE ----------------- MEDICAL MARIJUANA-CANCER DOCTORS — A study finds nearly half of U.S. cancer doctors say they've recommended medical marijuana to patients, although most believe they don't have enough knowledge to do so. By Medical Writer Carla K. Johnso",7764,7766,Auto Brand,549
1023,"BRUSSELS (AP) — The European Union says it is already preparing measures to retaliate against the United States if President Donald Trump puts tariffs on imported cars and auto parts. The auto industry is a big employer and exporter in Europe, and the new tariffs could hit the region hard, as well as consumers and manufacturers in the U.S., where prices would rise. EU Trade Commissioner Cecilia Malmstrom said Thursday that the 28-nation bloc would be forced to impose more ""rebalancing measures"" if Trump escalates existing trade tensions with the auto tariffs. U.S. tariffs on imported steel and aluminum imports took effect on June 1; the EU responded by imposing duties on American products. ""If the U.S. would impose these car tariffs that would be very unfortunate,"" said Malmstrom. She said the EU was preparing ""a list of rebalancing measures there as well. And this we have made clear to our American partners."" Malmstrom and EU Commission President Jean-Claude Juncker will visit Trump next week at a time of worsening relations with Washington. During a visit to Europe last week, Trump time and again rebuked the EU for being an unfair trading partner and called the bloc a ""foe."" Juncker said Thursday night he was ""surprised"" to hear Trump describe Europe in such a hostile way. ""I grew up innocently thinking the United States and Europe were like brothers,"" Juncker said during a speech in Madrid. The EU says it does have higher tariffs on cars than the U.S. — around 10 percent versus 2 percent — but those tariffs only apply to about 15 percent of the car market. The U.S. has higher tariffs on trucks and other products, the EU says. The EU officials' July 25 visit will seek to contain the damage and Malmstrom will be trying to make sure that the trade conflict does not spread into the lucrative automobile sector too. Malmstrom acknowledged, however, that the U.S.-EU meeting ""can be a bit unpredictable."" Earlier this month, the EU published an analysis of the potential economic impact of U.S. tariffs on the auto industry and estimated that it could lead the EU and other U.S. trade partners to retaliate with tariffs on $294 billion worth of American goods, or about 19 percent of total U.S. exports. It noted that EU car companies are big employers in the U.S., providing jobs to about half a million people through direct employment and dealerships. The tariffs, the bloc said, would hurt U.S. GDP by between $13 billion to $14 billion. For Europe, there is a lot at stake as companies like BMW, Daimler, Volkswagen, and Fiat Chrysler send $46.6 billion worth of vehicles every year to the U.S. Some 13.3 million people, or 6.1 percent of the employed population of the EU, work in the automotive sector, according to the European Automobile Manufacturers Association.",2524,2526,Auto Brand,550
1039,"FRANKFURT, Germany (AP) — Automakers Daimler and BMW say they have agreed to merge their transportation services businesses so they can expand their offerings in ride-hailing apps, car-sharing, parking and charging electric cars. The two companies said Wednesday they aim to become a ""leading provider"" of new ways to get around cities, where more people will see cars as a service they use when needed. Those businesses include car-sharing, an area where Stuttgart-based Daimler AG operates its car2go service and Munich-headquartered BMW AG has DriveNow. Customers use a smartphone app to find and unlock cars parked on city streets and use them for short periods when needed. Also part of the deal is Daimler's moovel startup, which aims to allow users to book and pay for trains, cars, taxis and rental bikes.",49,51,Auto Brand,519
1040,"SEOUL, South Korea (AP) — South Korea will ban driving recalled BMWs that haven't received safety checks following dozens of fires the German automaker has blamed on a faulty exhaust gas component. South Korea's Ministry of Land, Infrastructure and Transport said Tuesday the ban taking effect Wednesday affects about 20,000 vehicles. Drivers cannot use the cars except for taking them to safety checks. Nearly 40 fires of BMW vehicles this year are suspected to have been caused by engine problems. BMW last month recalled about 106,000 vehicles of 42 different models. The ministry says 27,000 recalled cars hadn't received safety checks as of Monday but it expected a portion of them to be checked before the ban goes into effect.",64,66,Auto Brand,513
1041,"SEOUL, South Korea (AP) — South Korea will ban driving recalled BMWs that haven't received safety checks following dozens of fires the German automaker has blamed on a faulty exhaust gas component. South Korea's Ministry of Land, Infrastructure and Transport said Tuesday the ban taking effect Wednesday affects about 20,000 vehicles. Drivers cannot use the cars except for taking them to safety checks. Nearly 40 fires of BMW vehicles this year are suspected to have been caused by engine problems. BMW last month recalled about 106,000 vehicles of 42 different models. The ministry says 27,000 recalled cars hadn't received safety checks as of Monday but it expected a portion of them to be checked before the ban goes into effect.",64,66,Auto Brand,513
1048,"NEW YORK (AP) — Oil prices and energy companies rallied Friday after OPEC said it will produce more oil, but not as much as investors feared. While trade tensions remained in the headlines, U.S. stocks finished slightly higher at the end of a bumpy week. U.S. crude futures jumped 4.6 percent after OPEC nations agreed to produce about 1 million additional barrels of oil per day. Reports have said for weeks that production was likely to rise, but analysts said investors appear to think the boost will be smaller than OPEC says it will. So oil prices rallied even though they usually go down when production rises. ""People were pricing crude in the last couple of weeks (expecting) a bigger increase by OPEC than what they agreed to,"" said Jim Paulsen, chief investment strategist for the Leuthold Group. The European Union followed through on its promise to put import taxes on $3.4 billion in U.S. goods including bourbon, peanut butter and orange juice in response to U.S. tariffs on steel and aluminum. Automakers were jolted after President Donald Trump threatened to put a 20 percent tax on cars imported from Europe, although none of them took big losses. The S&P 500 index rose as much as 14 points but ended with a gain of just 5.12 points, or 0.2 percent, to 2,754.88. The Dow Jones Industrial Average added 119.19 points, or 0.5 percent, to 24,580.89 to break an eight-day losing streak. The Dow lost 2 percent this week, with Boeing off 5.3 percent and Caterpillar down 6.7 percent. That was both companies' biggest loss in three months. Makers of chemicals and other basic materials like 3M also lost ground this week and technology companies slipped. The Nasdaq composite fell 20.13 points, or 0.3 percent, to 7,692.82. The Russell 2000 index of smaller-company stocks sank 3.37 points, or 0.2 percent, to 1,685.58. U.S. crude climbed 4.6 percent to $68.58 a barrel in New York. That was its biggest one-day gain since November 2016, when OPEC and a group of other countries including Russia agreed to cut production by 1.8 million barrels a day. Prices have been rising since then, and U.S. crude hit a three-year high of about $72 a barrel in May. Brent crude, the standard for international oil prices, rose 3.4 percent to $75.55 a barrel in London. Exxon Mobil picked up 2.1 percent to $81.38 and Marathon Oil surged 7.8 percent to $21.48. The European Union is enforcing tariffs on $3.4 billion in U.S. products in retaliation for duties the Trump administration has put on European steel and aluminum. The taxes are on American products including bourbon, peanut butter and orange juice, and the choices appear designed to create political pressure on Trump and senior U.S. politicians. EU authorities had said the move was coming in response to the U.S. import duties. On Twitter, Trump threatened to impose a 20 percent tax on cars imported from the EU if barriers to trade are not removed soon. He previously ordered the U.S. Trade Representative to look into possible tariffs or quotas on imported cars and car parts. That jolted car companies. In Germany, shares of BMW lost 1.1 percent and Daimler sank 0.3 percent. Daimler fell more than 4 percent Thursday after it said Chinese tariffs on U.S. cars would contribute to a decline in its earnings this year. Ford and Toyota also dipped while Peugeot and General Motors rose. ""If you're in the direct line of fire from a tariff, it's hugely important,"" said Paulsen. Still, he said investors are very skeptical that a damaging trade war will break out. ""The trade war has heated up over the last couple of months and yet stocks are up over that period of time,"" he said. That was also the case Friday. Health care and household goods companies also rose while technology companies and banks fell. Open source software maker Red Hat dropped 12.4 percent to $142.14 after it cut its sales forecasts due to the strengthening dollar. Other technology companies also declined. The industry has been leading the market for more than a year, but it makes more of its sales outside the U.S. than any other major S&P 500 sector. Micron Technology fell 3.9 percent to $57.10 and Nvidia lost 2.4 percent to $250.95. In other commodity trading, wholesale gasoline jumped 2.9 percent to $2.07 a gallon. Heating oil added 2.7 percent to $2.13 a gallon. Natural gas skidded 1 percent to $2.95 per 1,000 cubic feet. Gold slid 0.3 percent to $1,270.70 an ounce. Silver added 0.8 percent to $16.46 an ounce. Copper edged up 0.2 percent to $3.03 a pound. Bond prices rose slightly. The yield on the 10-year Treasury note slid to 2.89 percent. The dollar rose to 109.91 yen from 109.90 yen. The euro advanced to $1.1663 from $1.1617. The CAC 40 in France climbed 1.3 percent and Britain's FTSE 100 gained 1.7 percent. In Germany the DAX rose 0.5 percent. Some Asian markets gained following heavy losses on previous days but finished lower than a week ago. Hong Kong's Hang Seng index edged up 0.2 percent while Japan's Nikkei 225 lost 0.8 percent. The South Korean Kospi advanced 0.8 percent. ___ AP Markets Writer Marley Jay can be reached at http://twitter.com/MarleyJayAP His work can be found at https://apnews.com/search/marley%20jay",3093,3095,Auto Brand,551
1060,"MUNICH (AP) — Some of the biggest automakers in Europe are joining forces to build a highway network of fast-charging stations they hope will boost sales of electric vehicles. The idea is to let drivers plug in, charge in minutes instead of hours, and speed off again — from Norway to southern Italy, and Portugal to Poland. Much is at stake for the automakers, which include Volkswagen, BMW, Daimler and Ford. Their joint venture, Munich-based Ionity, is pushing to roll out its network in time to service the next generation of battery-only cars coming on the market starting next year from Volkswagen's Porsche and Audi, BMW and Daimler. They're aiming to win back some of the market share for electric luxury car sales lost to Tesla, which has its own, proprietary fast-charging network.",388,390,Auto Brand,552
1142,"BEIJING (AP) — BMW Group said Friday it is talking with China's biggest SUV maker about a possible partnership to produce electric versions of its MINI as automakers ramp up electric development under pressure from Beijing to meet sales quotas. BMW said it signed a letter of intent with Great Wall Motors Co., headquartered in Baoding, southwest of Beijing, and needs to work out a cooperation agreement and investment details. Auto brands face pressure to meet quotas that require electric vehicles to make up at least 10 percent of sales starting next year. Later, they face pressure to raise that to meet increasingly demanding fuel efficiency standards. Beijing is using access to its auto market, the world's largest, as leverage to induce global automakers to help Chinese brands develop battery and other electric vehicle technology. Foreign automakers that want to manufacture in China must do so through local partners, which requires them to hand over know-how or help potential Chinese competitors develop their own. General Motors Co., Volkswagen AG, Nissan Motor Co. and other brands already have announced similar plans with local partners to produce dozens of electric models for China. MINI's first battery electric model is due to be produced at its main British factory in Oxford in 2019, according to BMW. ""This signals a further clear commitment to the electrified future of the MINI brand,"" BMW said in a statement. Sales of pure-electric passenger vehicles in China rose 82 percent last year to 468,000, according to an industry group, the China Association of Automobile Manufacturers. That was more than double the U.S. level of just under 200,000. China is BMW's biggest market. The Munich-based automaker said about 560,000 BMW brand vehicles were delivered to Chinese customers in 2017, more than its next two markets — the United States and Germany — combined. China was MINI's fourth-largest market in 2017, with 35,000 vehicles delivered, the company said. An electrics venture with BMW would be a boost for Great Wall, which industry analysts have warned will struggle to satisfy Beijing's sales quotas and had yet to announce any significant electric plans. Great Wall sells more than 1 million fuel-hungry SUVs annually. That sets a high baseline for electric sales and will make it harder to meet fleet average efficiency standards. ___ BMW Group: Great Wall Motors Co.:",15,17,Auto Brand,553
1143,"BEIJING (AP) — Shares were mixed Friday, with European stock benchmarks slipping in early trading after a day of gains in Asia. Futures point to opening gains on Wall Street. Benchmark U.S. crude oil slipped but remains above $62.50 per barrel. The dollar gained against the yen and the euro. COLUMBUS, Ohio (AP) — A bipartisan group of governors says the two parties can and should work together to improve the nation's health care system. Republican Ohio Gov. John Kasich (KAY'-sik), Democratic Colorado Gov. John Hickenlooper and others are set to discuss the group's latest policy work on health care during a news conference Friday in Washington. Their blueprint lays out ways to improve affordability, restore stability, promote flexibility in the states and eliminate burdensome or overlapping insurance regulations. BEIJING (AP) — The founder of one of China's biggest insurers, who had discussed possibly investing in a Manhattan skyscraper owned by the family of U.S. President Donald Trump's son-in-law and adviser, will be prosecuted for financial offenses and regulators have taken control of his company. The government announced that Anbang Insurance Group chairman Wu Xiaohui is charged with improper fundraising and ""taking others' money."" BEIJING (AP) — BMW Group says it is talking with a Chinese automaker about a possible partnership to produce electric versions of its MINI cars for the world's biggest auto market. BMW's announcement Friday adds to increasing competition in China's market for electrics as global automakers spend billions of dollars into developing models to meet official sales quotas. BMW said it signed a letter of intent with Great Wall Motor Co. and needs to work out a cooperation agreement and investment details. BRUSSELS (AP) — European leaders — minus Britain's prime minister — are meeting to discuss how the bloc will cope with a multibillion-euro hole in its budget caused by Brexit. Lithuania's president says the meeting will gauge the EU's ambitions as it sets a new multiyear budget for the post-Brexit era. The EU's executive Commission estimates that Britain's planned departure next year will cut contributions by around 12 billion euros ($14.8 billion) a year. Britain has agreed to pay its budget share until 2020.",1272,1274,Auto Brand,554
1145,"Among the stories Wednesday from The Associated Press: TOP STORIES: FACEBOOK-PRIVACY SETTINGS — Facebook is giving its privacy tools a makeover as it reels from its worst privacy crisis ever and prepares for tighter European regulations. The changes are an attempt to make the controls easier to find and use. But the changes won't affect Facebook's privacy policies or what sort of data it collects. By Barbara Ortutay. SENT: 590 words, photos. With: FACEBOOK MESSENGER-LAWSUIT — Three Facebook Messenger app users have filed a lawsuit claiming the social network violated their privacy by collecting logs of their phone calls and text messages. SENT: 130 words. EQUIFAX — Equifax says Mark Begor will become its CEO as the credit reporting company continues to try to recover from fallout surrounding a massive data breach. SENT: 240 words, photos. ONE THE MONEY-CREDIT CARD REWARDS — A growing number of credit card companies are using artificial intelligence software to convince customers to use their credit card points in a certain way, be it redeeming their points for travel, dining, shopping or gift cards, with the goal of keeping those customers spending more and loyal to their cards. By Ken Sweet. UPCOMING: 600 words by noon, photos. SMALLBIZ-SMALL TALK-INFLATION — While inflation overall has been tame the past few years, many small businesses nonetheless have seen their costs rise, especially for labor and energy. And economists believe we'll see an acceleration of price increases this year. That will put more pressure on small businesses. By Joyce M. Rosenberg. UPCOMING by noon: 800 words, photos. TRUMP-TRADE-KOREA — The Trump administration said it has widened U.S. access to South Korea's car market while providing American manufacturers protection from South Korean imports. By Paul Wiseman. SENT: 440 words, photos. ADOBE-FOLLOWING YOU AROUND — A new service aims to help marketers follow you around by linking discrete activities online, such as visiting Subway's website on a computer and checking the NFL's app on a phone. Adobe says the new initiative will help companies offer more personalized experiences and make ads less annoying. But it comes in an environment of heightened privacy sensitivities after reports that Facebook allowed a political consulting firm to harvest data on millions of Facebook users to influence elections. By Anick Jesdanun. SENT: 480 words, photos. MARKETS & ECONOMY: FINANCIAL MARKETS — Stocks are opening mostly lower on Wall Street as losses in technology companies and retailers offset gains elsewhere in the market. SENT: 140 words, photos. UPCOMING: Will be updated through 5 p.m. ECONOMY-GDP — The U.S. economy grew at a solid 2.9 percent annual rate in the final three months of last year, a sharp upward revision that caps three straight quarters of healthy growth. The Trump administration is hoping the economy will accelerate further this year, aided by sizable tax cuts and increased government spending. By Martin Crutsinger. SENT: 510 words, photos. PENDING HOME SALES — The National Association of Realtors releases its February report on pending home sales, which are seen as a barometer of future purchases. By Paul Wiseman. UPCOMING: 130 words after release of report at 10 a.m. 350 words by 10:45 a.m. BRITAIN-ECONOMY — The Bank of England is advising European financial firms operating in the U.K. to plan to operate as they do now for a period after Brexit in a little more than a year's time. SENT: 220 words. INDUSTRY: IRAQ-OPEC — Iraq says OPEC will decide by the end of this year whether to extend production cuts and by how long. By Sinan Salaheddin. SENT: 360 words. SHIRE-TAKEDA — Shares in Irish drugmaker Shire Plc are up sharply after Japanese rival Takeda said it's considering a takeover offer. SENT: 140 words. TESLA-CRASH INVESTIGATION — Tesla says a fatal crash on a Silicon Valley freeway involving an electric SUV was made more severe by a highway barrier with a damaged or missing piece designed to protect drivers. By Tom Krisher. SENT: 570 words. DOG BREEDS — Americans still love Labrador retrievers, but the nation's flirtation with French bulldogs has soared. American Kennel Club rankings released Wednesday show Labs remain the country's most popular purebred dog for a 27th year, while German shepherds and golden retrievers have hung onto the second and third spots. By Jennifer Peltz. SENT: 760 words, photos. WATER PARK FATALITY-CHARGES — A water park company co-owner accused of rushing the world's tallest waterslide into service and a designer accused of shoddy planning have been charged in the decapitation of a 10-year-old boy on the ride in 2016. By John Hanna. SENT: 940 words. TECHNOLOGY & MEDIA: SELFIE MEDICINE — Your doctor's orders may one day include a smartphone video. That's to make sure you took your medicine. Smartphone apps that monitor pill-taking are now available, and researchers are testing how well they work when medication matters. By Carla K. Johnson. SENT: 960 words, photos, video. BRITAIN-WEINSTEIN — Harvey Weinstein's former British assistant said Wednesday that a gag order she had to sign when she left his film company was ""morally lacking in every way"" and failed to stop the movie producer's harassment and abuse of women. By Jill Lawless. SENT: 730 words, photos. MARIJUANA-ONLINE ADVERTISING — Weedmaps is a go-to website for people looking to find a marijuana shop. With a few clicks on a cellphone, customers can find virtually any type of cannabis product, along with the fastest route to the place selling it and ratings from other consumers to help them decide what to buy. By Michael R. Blood. SENT: 980 words, photos. JAPAN-SOFTBANK — SoftBank said Wednesday that it is investigating a shareholder campaign that sought the ouster of former Google executive Nikesh Arora, who had been groomed to lead the Japanese technology company. SENT: 200 words, photos. DAIMLER-BMW-DIGITAL SERVICES — Automakers Daimler and BMW say they have agreed to merge their transportation services businesses so they can expand their offerings in ride-hailing apps, car-sharing, parking and charging electric cars. By David McHugh. SENT: 340 words, photos. INTERNATIONAL: JAPAN-VIRTUAL CURRENCIES — Four years after popular Tokyo-based bitcoin exchange Mt. Gox was hacked and went bankrupt, the case still casts a shadow over the regulatory regime put in place to protect Japan's thriving cryptocurrency market. By Yuri Kageyama. SENT: 930 words, photos. JAPAN-SOFTBANK-SOLAR — SoftBank Group Corp. Chief Executive Masayoshi Son announced Wednesday a $200 billion solar power project in Saudi Arabia, which he described as ""the world's biggest solar power generation."" By Yuri Kageyama. SENT: 480 words, photos. CHINA-ANBANG INSURANCE — The founder of the Chinese insurer that owns New York City's Waldorf Hotel went on trial Wednesday on charges he fraudulently raised $10 billion from investors and misused his position to enrich himself. By Joe McDonald. SENT: 860 words.",5932,5934,Auto Brand,555
